1997,CC[C@H]1C[C@@]1(NC(=O)C1=C[C@H](CC)C[C@H]2[C@@H]1CCC2=O)C(O)=O,00000000000000000000001000000000000000000000000000100010000000000010000000001000000000000011100110010100110000111010111000010001110111001001100100110111101111111101110
1998,CCC=CC[C@H]1[C@@H](CC(=O)N[C@@H]([C@@H](C)CC)C(O)=O)CCC1=O,00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000011100110010000100010110011011000010001110110001001110100110111101111111100110
1999,CCC=CC[C@@H]1[C@@H](CC(=O)N[C@@H]([C@@H](C)CC)C(O)=O)CCC1=O,00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000011100110010000100010110011011000010001110110001001110100110111101111111100110
2000,Cc1onc(c1C(=O)N1CCN(CC1)c1ccc(cc1Cl)N(=O)=O)-c1ccccc1,00000000000000000000000010000000000000000000000001000000110000110100001100010001100101110100101011101011000100110000011111101100111001111110101011111010111010111111110
2001,Cc1onc(c1C(=O)N1CCN(CC1)c1ccc(cc1Cl)N(=O)=O)-c1ccccc1Cl,00000000000000000000000010000000000000000000000001000000110000110100001100010001100101110100101011101011000100110000011111101100111001111110101011111010111010111111110
2002,COc1ccccc1-c1noc(C)c1C(=O)N1CCN(CC1)c1ccc(cc1Cl)N(=O)=O,00000000000000000000000010000000000000000000000001000000110000110100001100010001100101110100111011101011000100110100011111101111111001111110101111111110111011111111110
2003,Cc1onc(c1C(=O)N1CCN(CC1)c1ccc(cc1Cl)N(=O)=O)-c1cccnc1Cl,00000000000000000000000010000000000000000000000001000000110000110100001100010001100101110100101011101011000100110000011111101100111001111110101011111010111010111111110
2004,COc1ccccc1-c1nnn(C)c1C(=O)N1CCN(CC1)c1ccc(cc1Cl)N(=O)=O,00000000000000000000000010000000000000000000000001001000100000110100001100010101100101110000111111101011000100110100011111101111111001111110101111111110111011111111110
2005,Cc1ccsc1C(=O)NN=Cc1ccc2ccccc2c1O,00000000000000000000000000000000000010000000000000001000000000000000010000000010010100001000101111000100010000100100010100001101000100000101001111000011101011111111110
2006,Oc1c(C=NNC(=O)c2ccn[nH]2)ccc2ccccc12,00000000000000000000000000000000000000000000000000001010000000000100010000000011100100000000101111000100010000100100010111001101001100000101001111000011101011110111110
2007,Oc1c(C=NNC(=O)c2cccc(Cl)c2)ccc2ccccc12,00000000000000000000000000000000000000000000000000001000000000000000010000000010000000010000101101000101010100100100010100001101000100100001001111000011101011110111110
2008,Oc1c(C(=O)NNS(=O)(=O)c2ccc(Br)cc2)c(=O)[nH]c2ccccc12,00000000000000000000000000000000110000000000001100011101001111001101111001000000110000011100101101100110011100101100010001001101001100101101101111101011101011110111110
2009,Oc1c(C(=O)NNS(=O)(=O)c2ccc(Cl)cc2)c(=O)[nH]c2ccccc12,00000000000000000000000000000000110000000000000100011101001111001101111001000000110000011100101101100111011100101100010001001101001100101101101111101011101011110111110
